dim,bits,var,dp_mse,lloyd_mse,ratio,k_dp,k_lloyd
3,5,0.011285204440355301,2.3017479179543443e-05,2.395557203271892e-05,1.0407556729326466,32,32
3,6,0.011285204440355301,5.887582119612489e-06,6.005056093272287e-06,1.0199528382404168,64,64
3,7,0.011285204440355301,1.461891883991484e-06,1.55103589349892e-06,1.0609785241190621,128,128
3,8,0.011285204440355301,3.568767112938076e-07,3.8446179928541824e-07,1.0772958478898909,256,256
4,1,0.010636551305651665,0.003784752683714032,0.0037847524508833885,0.9999999384819398,2,2
4,2,0.010636551305651665,0.0011701752664521337,0.0011701752664521337,1.0,4,4
4,3,0.010636551305651665,0.0003338127862662077,0.0003339115937706083,1.0002959967636524,8,8
4,4,0.010636551305651665,9.044745820574462e-05,9.068461076822132e-05,1.002621992559893,16,16
4,5,0.010636551305651665,2.344778840779327e-05,2.4952314561232924e-05,1.0641649492597605,32,32
4,6,0.010636551305651665,5.951658295089146e-06,6.1656846810365096e-06,1.0359607987111696,64,64
4,7,0.010636551305651665,1.4877440435157041e-06,1.5615911479471833e-06,1.0496369686394242,128,128
4,8,0.010636551305651665,3.659905587483081e-07,3.912045087872684e-07,1.068892351008158,256,256
5,1,0.009491249918937683,0.003380100941285491,0.003380100941285491,1.0,2,2
5,2,0.009491249918937683,0.0010536753106862307,0.0010536753106862307,1.0,4,4
5,3,0.009491249918937683,0.0002948567853309214,0.0002948569308500737,1.0000004935248552,8,8
5,4,0.009491249918937683,7.949756400194019e-05,8.001513197086751e-05,1.006510488408358,16,16
5,5,0.009491249918937683,2.0882423996226862e-05,2.138434319931548e-05,1.0240354856878353,32,32
5,6,0.009491249918937683,5.316068381944206e-06,5.466370112117147e-06,1.0282730994739335,64,64
5,7,0.009491249918937683,1.3260560081107542e-06,1.427117013008683e-06,1.0762117167599214,128,128
5,8,0.009491249918937683,3.277690723280102e-07,3.608902545693127e-07,1.10105035843088,256,256
6,1,0.008663849905133247,0.003090435406193137,0.003090435406193137,1.0,2,2
6,2,0.008663849905133247,0.00097662175539881,0.0009766219882294536,1.0000002384041133,4,4
6,3,0.008663849905133247,0.00028092938009649515,0.0002809685538522899,1.000139443428029,8,8
6,4,0.008663849905133247,7.627513696206734e-05,7.638839451828972e-05,1.0014848554946378,16,16
6,5,0.008663849905133247,1.9973726011812687e-05,2.063825013465248e-05,1.0332699128067937,32,32
